Client ID;Age;Gender;Interest;VisitTime;City;Device;OS;VisitPage;AdsTool;VisitNumber;ViewedPage;Registration
4548;0;1;0;16;0;0;1;1;0;1;2;1
4549;0;1;0;7;0;0;0;0;2;1;0;1
4550;0;1;0;14;1;0;1;1;0;1;0;1
4551;0;1;0;13;1;0;0;1;3;1;1;1
4552;0;1;0;19;0;0;1;1;0;0;3;1
4553;0;1;0;16;0;0;0;1;2;0;3;1
4554;0;1;0;22;0;0;1;0;0;0;0;1
4555;0;0;0;11;0;0;0;1;1;0;3;1
4556;0;2;0;20;1;0;0;1;1;1;2;1
4557;0;1;0;11;1;0;1;1;0;1;1;1
4558;0;2;3;14;1;0;0;0;4;1;1;1
4559;0;1;0;9;1;0;0;1;0;1;0;1
4560;1;1;5;10;1;0;1;1;0;0;2;1
4561;0;1;1;20;1;0;0;1;1;0;0;1
4562;0;1;0;20;0;0;1;1;0;1;4;1
4563;3;1;0;13;1;0;1;1;0;0;1;1
4564;0;1;0;12;0;0;1;0;3;0;4;1
4565;3;2;3;12;0;0;0;0;0;0;2;1
4566;3;1;0;14;0;0;0;0;2;1;1;1
4567;1;2;2;19;0;0;1;1;1;1;3;1
4568;0;2;7;11;0;0;1;1;5;0;3;1
4569;3;2;0;5;1;0;0;0;0;1;0;1
4570;2;1;1;6;0;0;0;1;2;1;3;1
4571;1;1;0;11;0;0;1;0;0;0;4;1
4572;1;0;0;15;1;0;0;1;1;1;0;1
4573;3;2;0;21;1;0;0;1;0;1;2;1
4574;0;2;0;3;0;0;1;0;1;0;1;1
4575;2;0;2;15;0;0;1;1;0;1;0;1
4576;0;1;0;7;1;0;1;0;2;1;0;1
4577;4;2;0;13;1;0;1;0;2;1;1;1
4578;0;1;0;12;1;0;1;0;0;0;4;1
4579;1;2;0;12;0;0;1;1;2;1;1;1
4580;3;2;0;6;0;0;1;0;0;0;1;1
4581;0;1;5;15;0;0;0;1;3;1;2;1
4582;0;1;0;19;0;0;1;0;0;1;1;1
4583;1;2;0;13;0;0;0;1;0;0;1;1
4584;1;1;0;8;0;0;0;1;5;0;1;1
4585;0;2;0;9;0;0;0;0;0;1;2;1
4586;0;2;2;15;0;0;0;1;3;0;2;1
4587;0;1;0;11;0;0;0;0;5;1;1;1
4588;0;1;0;11;1;0;1;1;0;1;6;1
4589;0;1;0;11;1;0;0;1;0;0;2;1
4590;3;1;2;10;1;0;0;1;5;1;4;1
4591;0;2;0;13;0;0;1;1;5;0;1;1
4592;0;1;0;17;1;0;0;1;0;1;6;1
4593;1;2;2;15;1;0;1;0;5;1;3;1
4594;0;1;0;16;0;0;1;0;1;1;1;1
4595;2;1;3;6;1;0;1;1;0;1;1;1
4596;0;0;3;10;0;0;1;0;1;1;0;1
4597;1;1;0;9;1;0;0;0;0;1;1;1
4598;1;2;0;12;1;0;0;0;0;1;0;1
4599;0;1;9;8;1;0;1;1;0;0;1;1
4600;0;2;0;7;0;0;1;0;5;0;2;1
4601;0;1;0;9;0;0;1;1;0;0;1;1
4602;1;2;0;12;1;0;1;1;0;1;1;1
4603;4;2;0;11;1;0;1;0;3;1;3;1
4604;1;1;9;15;1;0;1;0;0;1;4;1
4605;1;2;0;11;0;0;1;1;2;1;6;1
4606;1;2;0;18;1;0;1;0;2;0;0;1
4607;0;2;3;11;1;0;1;1;0;1;1;1
4608;0;1;0;16;1;0;1;0;1;0;1;1
4609;2;2;0;20;1;0;1;1;3;0;4;1
4610;2;1;0;15;1;0;1;1;1;0;4;1
4611;3;2;3;16;0;0;0;0;0;1;0;1
4612;2;2;0;18;0;0;0;1;0;1;0;1
4613;1;1;1;15;1;0;1;0;2;0;2;1
4614;3;1;3;20;1;0;0;1;4;1;2;1
4615;0;2;0;21;0;0;1;1;0;0;6;1
4616;1;1;0;18;0;0;0;0;5;0;2;1
4617;0;2;0;22;1;0;0;1;0;1;4;1
4618;0;1;0;21;1;0;1;0;4;0;1;1
4619;2;1;2;4;1;0;1;1;0;1;4;1
4620;0;2;0;10;1;0;1;0;4;1;3;1
4621;0;1;0;11;1;0;1;0;1;1;4;1
4622;0;2;0;21;1;0;1;1;3;1;3;1
4623;0;1;0;22;1;0;1;0;3;0;1;1
4624;0;2;0;12;0;0;0;0;3;0;4;1
4625;0;1;0;18;0;0;1;0;5;1;0;1
4626;2;1;4;17;1;0;1;0;0;1;0;1
4627;3;2;0;9;1;0;0;0;1;1;0;1
4628;0;2;0;14;1;0;0;0;1;1;4;1
4629;0;1;0;14;1;0;0;1;3;1;2;1
4630;0;0;0;15;1;0;0;1;2;0;2;1
4631;0;2;0;5;1;0;0;1;0;0;0;1
4632;3;1;3;13;1;0;1;0;5;0;2;1
4633;0;2;0;9;1;0;1;1;0;0;3;1
4634;0;1;4;12;1;0;1;1;1;1;4;1
4635;0;2;0;18;1;0;1;0;1;0;0;1
4636;1;1;0;14;1;0;0;0;0;1;6;1
4637;0;1;0;11;0;0;1;1;0;0;1;1
4638;2;1;0;19;0;0;1;1;2;0;4;1
4639;0;1;0;7;1;0;0;0;0;0;4;1
4640;0;1;4;9;1;0;1;0;5;1;3;1
4641;4;1;0;11;0;0;0;1;5;1;6;1
4642;0;1;0;6;0;0;0;0;0;1;3;1
4643;0;2;0;9;1;0;1;0;0;1;1;1
4644;3;1;0;7;0;0;1;0;2;1;2;1
4645;2;1;7;19;0;0;0;1;0;1;3;1
4646;0;2;4;6;0;0;0;1;3;0;1;1
4647;0;1;4;12;0;0;1;1;1;0;1;1
4648;0;1;3;12;0;0;1;0;4;1;1;1
4649;0;1;5;21;1;0;1;0;3;1;6;1
4650;0;2;0;7;1;0;1;0;3;1;1;1
4651;0;2;0;16;0;0;1;1;0;1;4;1
4652;0;2;0;9;1;0;1;1;5;1;1;1
4653;0;1;0;18;1;0;0;1;4;1;6;1
4654;0;0;0;11;1;0;0;0;1;1;1;1
4655;0;2;1;9;0;0;1;1;0;1;0;1
4656;3;2;2;18;1;0;1;1;1;1;0;1
4657;1;2;1;15;0;0;0;0;2;0;1;1
4658;0;1;0;11;1;0;1;0;0;1;4;1
4659;0;1;0;12;0;0;1;1;0;1;2;1
4660;0;1;0;22;0;0;1;1;1;0;3;1
4661;2;1;0;12;1;0;1;0;0;0;2;1
4662;0;1;0;19;0;0;0;0;0;0;4;1
4663;0;1;0;14;0;0;1;0;2;0;2;1
4664;0;1;0;3;0;0;0;1;3;1;0;1
4665;1;1;4;22;0;0;0;0;0;0;2;1
4666;2;2;0;20;0;0;0;0;1;0;0;1
4667;2;2;1;9;1;0;1;1;0;1;4;1
4668;0;2;0;3;0;0;0;0;5;1;3;1
4669;0;1;0;5;0;0;0;1;1;0;1;1
4670;3;2;6;19;1;0;1;1;3;1;0;1
4671;0;2;2;1;1;0;1;1;2;1;1;1
4672;0;1;0;20;0;0;1;1;2;0;6;1
4673;4;1;6;14;0;0;0;1;1;1;0;1
4674;0;1;1;17;0;0;1;1;5;1;1;1
4675;3;1;0;20;1;0;1;0;2;0;2;1
4676;0;1;0;13;0;0;0;1;0;1;1;1
4677;1;2;1;18;1;0;0;1;5;0;0;1
4678;0;1;0;20;0;0;0;1;0;1;3;1
4679;0;1;2;15;1;0;0;0;0;1;1;1
4680;2;2;0;18;0;0;0;1;0;0;0;1
4681;0;1;1;21;0;0;0;1;0;1;0;1
4682;3;0;0;14;0;0;1;1;0;0;1;1
4683;0;1;2;16;0;0;1;1;3;0;1;1
4684;0;2;3;14;0;0;0;0;0;1;0;1
4685;0;1;0;12;0;0;0;0;1;1;2;1
4686;0;1;9;13;0;0;1;0;0;1;2;1
4687;0;1;0;21;0;0;1;1;1;0;0;1
4688;3;0;0;17;1;0;1;0;1;0;3;1
4689;0;2;0;12;0;0;0;1;4;0;3;1
4690;0;2;0;9;0;0;0;1;2;1;0;1
4691;0;2;0;17;0;0;1;0;0;0;3;1
4692;3;1;9;12;1;0;1;0;0;0;3;1
4693;1;2;6;16;0;0;0;1;0;0;4;1
4694;0;1;0;13;1;0;0;0;0;1;3;1
4695;2;1;2;23;1;0;0;0;0;1;3;1
4696;0;2;3;22;0;0;1;0;0;1;1;1
4697;3;0;2;11;1;0;1;0;0;0;2;1
4698;2;0;0;17;0;0;1;1;0;0;1;1
4699;3;1;5;10;1;0;0;0;1;1;4;1
4700;0;2;0;13;1;0;0;0;1;0;3;1
4701;1;1;2;12;0;0;0;1;0;0;1;1
4702;0;0;0;20;1;0;1;1;0;1;3;1
4703;1;1;0;14;0;0;1;0;0;1;0;1
4704;0;2;9;9;1;0;0;1;5;1;2;1
4705;0;1;0;16;0;0;0;1;0;1;0;1
4706;1;0;0;19;0;0;1;1;0;1;0;1
4707;2;2;0;9;0;0;1;1;3;1;6;1
4708;2;2;1;18;0;0;1;0;0;1;0;1
4709;1;1;0;1;0;0;1;0;1;0;2;1
4710;0;2;1;9;1;0;1;0;0;1;1;1
4711;1;0;0;20;1;0;1;0;1;1;3;1
4712;0;1;0;18;0;0;1;0;0;0;2;1
4713;0;0;2;9;0;0;1;1;1;1;4;1
4714;0;1;0;18;1;0;0;1;1;1;1;1
4715;2;1;2;10;0;0;1;0;0;0;0;1
4716;1;2;0;19;0;0;1;1;3;0;2;1
4717;2;1;0;20;1;0;0;0;5;0;0;1
4718;0;1;0;17;1;0;1;1;1;1;3;1
4719;0;1;4;21;1;0;1;0;5;1;4;1
4720;2;2;0;9;0;0;1;0;0;0;2;1
4721;0;2;2;9;1;0;1;1;1;1;0;1
4722;0;1;0;3;0;0;1;1;5;1;6;1
4723;0;2;0;17;0;0;1;0;2;1;0;1
4724;2;1;1;11;1;0;0;0;1;0;3;1
4725;1;1;1;13;0;0;1;1;1;0;1;1
4726;0;2;0;19;1;0;1;1;1;0;2;1
4727;0;2;0;12;0;0;1;1;1;1;2;1
4728;1;1;0;16;0;0;1;0;5;0;2;1
4729;0;1;0;16;1;0;0;0;2;0;2;1
4730;1;1;2;7;1;0;1;0;0;0;3;1
4731;2;1;1;18;1;0;1;1;3;1;1;1
4732;1;1;5;11;0;0;0;1;2;1;0;1
4733;1;1;0;4;1;0;1;0;2;1;0;1
4734;0;2;1;10;1;0;1;1;0;1;2;1
4735;0;2;0;13;1;0;0;1;5;0;3;1
4736;0;1;3;14;1;0;0;1;0;1;0;1
4737;1;2;0;18;1;0;0;1;0;1;6;1
4738;0;2;0;21;0;0;1;1;1;0;1;1
4739;2;1;0;14;1;0;0;1;1;0;2;1
4740;2;2;0;23;1;0;1;1;3;1;1;1
4741;0;2;0;9;0;0;1;0;1;1;0;1
4742;2;1;0;8;1;0;1;1;3;0;2;1
4743;0;1;3;19;0;0;1;1;3;0;0;1
4744;1;2;4;21;0;0;1;1;0;1;1;1
4745;0;1;0;15;1;0;0;1;5;0;6;1
4746;0;2;0;19;1;0;1;1;1;1;4;1
4747;1;2;0;7;1;0;1;0;0;0;0;1
4748;3;0;0;23;0;0;1;1;2;1;1;1
4749;0;1;0;11;1;0;0;0;0;1;1;1
4750;4;2;1;7;0;0;0;1;1;1;3;1
4751;0;2;2;15;0;0;0;1;4;1;1;1
4752;0;1;0;20;0;0;1;1;3;0;1;1
4753;0;2;0;15;0;0;1;1;1;0;4;1
4754;0;0;0;6;1;0;1;0;0;1;2;1
4755;3;0;8;19;0;0;0;1;3;1;3;1
4756;0;1;0;15;0;0;1;1;5;1;3;1
4757;3;1;0;14;0;0;1;0;5;1;0;1
4758;2;0;0;6;0;0;1;1;0;1;3;1
4759;0;1;0;15;0;0;1;1;3;0;1;1
4760;0;2;0;12;1;0;0;1;0;1;1;1
4761;0;1;0;20;0;0;1;1;1;1;1;1
4762;1;1;0;11;0;0;0;0;0;1;3;1
4763;0;2;0;6;1;0;0;1;4;1;3;1
4764;1;2;0;21;1;0;0;0;0;1;6;1
4765;4;1;8;19;0;0;1;1;2;0;6;1
4766;0;1;0;20;0;0;0;1;2;0;1;1
4767;0;2;0;10;1;0;0;1;1;1;3;1
4768;1;2;0;18;1;0;1;0;1;0;4;1
4769;0;2;6;7;0;0;1;1;1;1;0;1
4770;3;2;1;10;0;0;1;0;0;1;2;1
4771;0;2;0;9;0;0;1;0;0;1;3;1
4772;3;1;0;22;0;0;1;0;0;1;3;1
4773;3;2;8;21;0;0;1;0;1;1;1;1
4774;1;1;0;15;1;0;1;0;0;0;0;1
4775;0;1;0;13;1;0;1;1;2;1;2;1
4776;0;1;0;19;0;0;0;1;0;1;0;1
4777;3;1;0;21;0;0;1;0;0;1;3;1
4778;2;0;0;13;1;0;1;1;0;0;2;1
4779;0;1;0;9;1;0;1;0;0;1;2;1
4780;0;1;0;3;0;0;1;0;0;0;2;1
4781;0;1;1;14;0;0;1;1;1;0;1;1
4782;1;2;1;14;0;0;1;1;0;0;6;1
4783;0;2;0;6;1;0;1;1;1;1;2;1
4784;1;2;0;22;1;0;1;1;1;0;0;1
4785;0;1;2;14;1;0;1;1;2;0;2;1
4786;0;2;5;14;1;0;1;1;0;0;0;1
4787;0;1;0;11;0;0;0;1;1;1;1;1
4788;1;1;0;20;1;0;1;0;1;1;1;1
4789;1;1;0;12;1;0;1;0;1;0;3;1
4790;2;1;0;19;0;0;0;0;1;1;1;1
4791;0;0;0;20;0;0;0;1;3;1;2;1
4792;1;2;4;11;0;0;0;1;0;1;3;1
4793;0;0;0;21;0;0;0;0;1;1;0;1
4794;0;2;4;13;0;0;0;1;1;0;0;1
4795;0;1;0;19;0;0;1;1;0;0;4;1
4796;2;1;0;3;1;0;0;0;1;0;6;1
4797;0;2;0;14;1;0;0;0;5;1;0;1
4798;0;1;0;12;1;0;0;1;1;0;3;1
4799;0;1;9;8;1;0;0;1;1;0;4;1
4800;1;1;0;5;1;0;1;1;0;0;3;1
4801;2;1;0;22;0;0;0;0;2;1;4;1
4802;0;2;0;9;1;0;1;1;2;0;2;1
4803;0;1;0;21;1;0;1;0;3;0;1;1
4804;4;1;0;14;1;0;0;1;1;1;4;1
4805;0;2;0;12;1;0;0;0;0;1;1;1
4806;0;1;0;7;0;0;1;0;2;0;4;1
4807;2;2;0;17;1;0;1;1;1;0;2;1
4808;3;2;0;8;0;0;1;1;1;0;6;1
4809;0;2;0;10;1;0;1;0;0;1;3;1
4810;3;1;0;9;1;0;0;1;3;1;0;1
4811;0;2;0;12;1;0;0;1;3;1;4;1
4812;3;1;1;17;0;0;1;1;0;0;2;1
4813;0;0;0;5;0;0;0;1;5;0;0;1
4814;0;2;0;0;0;0;1;0;1;1;2;1
4815;1;1;0;10;1;0;1;1;0;1;1;1
4816;2;2;0;19;1;0;1;0;1;1;4;1
4817;0;1;4;13;0;0;0;0;3;1;3;1
4818;0;1;4;17;1;0;0;1;2;1;4;1
4819;0;0;0;3;0;0;1;1;0;0;0;1
4820;0;2;0;22;1;0;0;0;1;0;4;1
4821;1;1;0;11;1;0;1;0;5;1;1;1
4822;2;2;0;20;0;0;0;0;1;1;2;1
4823;0;1;0;18;0;0;1;1;0;1;6;1
4824;0;0;0;13;0;0;0;0;0;0;4;1
4825;0;1;2;12;0;0;1;1;3;1;4;1
4826;1;2;0;11;0;0;0;1;5;0;0;1
4827;0;2;0;10;1;0;1;1;0;1;0;1
4828;3;2;0;22;0;0;1;0;0;1;2;1
4829;2;1;0;11;0;0;1;0;1;0;1;1
4830;1;2;0;18;0;0;1;1;0;1;2;1
4831;0;1;9;16;0;0;1;1;1;0;1;1
4832;0;2;1;9;0;0;1;0;2;0;6;1
4833;0;0;1;4;1;0;1;1;5;0;2;1
4834;2;2;0;19;0;0;0;1;1;0;4;1
4835;1;1;1;11;0;0;1;1;1;1;4;1
4836;2;2;0;7;1;0;0;1;0;1;0;1
4837;0;1;0;21;0;0;0;0;0;0;4;1
4838;0;2;0;10;0;0;1;1;1;1;3;1
4839;1;1;0;16;1;0;0;0;1;1;1;1
4840;0;0;0;12;1;0;0;1;5;1;4;1
4841;0;1;0;14;0;0;1;0;3;1;4;1
4842;1;2;0;9;1;0;1;1;0;1;4;1
4843;0;2;2;11;0;0;1;0;3;0;3;1
4844;0;1;0;7;1;0;1;1;1;1;2;1
4845;0;2;3;11;1;0;0;1;4;1;0;1
4846;0;2;0;4;1;0;1;1;1;1;4;1
4847;0;1;5;20;0;0;1;0;0;0;3;1
4848;0;1;0;10;0;0;0;1;0;0;0;1
4849;1;1;0;21;1;0;1;1;0;1;2;1
4850;0;1;0;20;0;0;1;1;1;1;0;1
4851;1;1;0;13;0;0;1;0;0;0;1;1
4852;0;1;0;16;0;0;0;0;1;0;6;1
4853;0;1;0;12;1;0;1;1;4;1;4;1
4854;0;0;2;8;1;0;0;1;3;1;3;1
4855;3;1;0;20;0;0;0;1;0;0;1;1
4856;0;1;0;20;1;0;1;1;3;0;0;1
4857;1;1;0;10;0;0;1;0;5;1;1;1
4858;2;1;0;18;1;0;1;0;3;1;2;1
4859;2;2;1;8;0;0;1;1;0;0;0;1
4860;0;1;0;20;0;0;0;0;1;0;3;1
4861;0;2;2;10;1;0;1;0;0;1;1;1
4862;4;1;0;10;1;0;1;1;0;0;3;1
4863;0;2;0;22;1;0;1;0;0;0;2;1
4864;0;2;0;8;0;0;1;1;0;1;2;1
4865;2;1;0;14;0;0;1;1;0;1;1;1
4866;3;2;0;8;0;0;0;1;2;1;1;1
4867;3;2;0;10;0;0;1;0;1;0;2;1
4868;0;1;0;9;1;0;1;1;4;1;1;1
4869;0;1;3;19;1;0;0;0;2;0;1;1
4870;0;2;0;14;0;0;1;1;0;1;3;1
4871;0;1;0;19;1;0;1;0;0;1;2;1
4872;0;1;0;17;0;0;1;1;5;1;4;1
4873;0;2;4;12;0;0;0;1;0;1;2;1
4874;1;1;2;8;0;0;0;1;3;0;0;1
4875;0;1;3;22;1;0;1;1;2;0;0;1
4876;2;1;0;15;0;0;1;0;5;0;4;1
4877;0;1;0;14;1;0;0;1;1;0;3;1
4878;3;1;0;7;0;0;1;0;0;1;4;1
4879;2;2;7;17;0;0;0;0;2;0;1;1
4880;0;1;0;16;1;0;1;0;3;1;3;1
4881;0;1;0;20;1;0;0;1;0;0;3;1
4882;0;2;0;19;0;0;0;1;3;0;1;1
4883;2;1;1;2;1;0;1;0;0;1;4;1
4884;1;2;0;20;1;0;1;1;5;1;3;1
4885;0;0;1;11;1;0;1;0;2;0;2;1
4886;0;1;0;11;0;0;1;0;0;1;4;1
4887;1;1;0;20;1;0;0;1;0;0;1;1
4888;2;1;0;21;0;0;0;0;0;0;2;1
4889;2;2;0;10;1;0;1;1;1;0;3;1
4890;0;2;0;10;0;0;0;0;0;1;0;1
4891;0;2;6;8;0;0;0;0;1;1;3;1
4892;2;1;3;13;0;0;0;1;3;1;0;1
4893;0;2;0;17;0;0;0;1;0;1;4;1
4894;0;1;0;7;1;0;1;1;0;0;1;1
4895;3;1;0;14;0;0;0;1;0;0;1;1
4896;0;1;0;15;1;0;1;1;4;0;3;1
4897;0;2;0;6;1;0;1;1;0;1;2;1
4898;2;2;3;15;1;0;1;1;0;1;5;1
4899;4;2;0;13;0;0;0;0;0;1;2;1
4900;0;1;0;23;1;0;1;0;1;1;2;1
4901;1;2;0;10;0;0;1;0;1;1;5;1
4902;0;1;0;16;0;0;0;0;1;1;2;1
4903;0;2;0;18;0;0;1;1;5;1;0;1
4904;4;1;1;13;0;0;1;1;0;1;0;1
4905;0;1;0;18;0;0;0;1;0;1;1;1
4906;0;2;2;21;0;0;1;1;0;1;1;1
4907;1;0;0;17;1;0;1;1;0;1;0;1
4908;0;2;0;10;1;0;1;0;0;0;6;1
4909;0;1;0;14;0;0;0;0;0;1;0;1
4910;3;2;0;9;0;0;0;1;0;0;0;1
4911;3;2;0;20;0;0;1;1;2;1;0;1
4912;3;2;0;6;1;0;0;1;0;0;1;1
4913;0;2;0;15;0;0;0;0;2;0;4;1
4914;0;1;3;23;1;0;1;0;0;1;4;1
4915;0;2;5;13;1;0;0;0;3;1;1;1
4916;3;2;0;20;0;0;1;0;1;0;4;1
4917;0;1;8;19;1;0;0;1;0;1;3;1
4918;1;1;9;9;1;0;1;1;0;1;3;1
4919;1;2;7;15;1;0;1;1;0;1;1;1
4920;0;1;0;7;0;0;1;0;0;0;4;1
4921;1;1;0;18;0;0;0;0;1;0;1;1
4922;0;1;0;19;1;0;0;1;5;1;4;1
4923;2;1;0;7;0;0;1;0;4;1;1;1
4924;0;1;0;17;0;0;0;0;1;1;6;1
4925;0;2;0;11;0;0;1;0;3;0;3;1
4926;0;2;5;20;0;0;1;1;4;0;2;1
4927;3;2;0;9;0;0;1;0;5;1;1;1
4928;0;2;0;14;1;0;1;1;4;0;1;1
4929;0;1;0;7;0;0;1;0;1;1;2;1
4930;2;2;1;9;0;0;1;1;1;0;0;1
4931;3;1;2;21;0;0;0;0;4;0;2;1
4932;2;1;0;6;0;0;0;1;0;1;0;1
4933;1;0;0;8;0;0;0;0;3;1;6;1
4934;0;2;0;8;0;0;0;1;1;0;3;1
4935;1;2;1;14;1;0;0;1;1;0;2;1
4936;2;1;0;21;1;0;1;1;0;0;0;1
4937;1;1;0;9;0;0;1;1;3;1;2;1
4938;4;2;2;21;1;0;0;1;1;1;1;1
4939;0;2;0;19;1;0;0;1;1;1;3;1
4940;0;2;0;3;1;0;1;0;0;0;2;1
4941;3;2;1;8;1;0;1;1;1;0;1;1
4942;0;0;1;6;0;0;1;1;0;0;3;1
4943;4;1;3;16;0;0;1;1;0;1;6;1
4944;0;1;3;20;0;0;1;1;0;0;1;1
4945;0;1;0;18;0;0;1;1;2;1;2;1
4946;3;1;0;13;0;0;1;0;1;0;3;1
4947;1;1;0;16;1;0;1;1;2;1;4;1
4948;3;1;1;10;0;0;0;0;1;1;1;1
4949;0;1;0;13;1;0;1;0;0;0;4;1
4950;0;1;5;11;0;0;0;1;1;1;6;1
4951;0;1;2;17;0;0;0;1;0;1;0;1
4952;1;1;5;13;0;0;0;1;0;1;6;1
4953;1;1;1;13;0;0;1;1;0;0;0;1
4954;2;2;0;22;1;0;1;1;2;1;4;1
4955;0;2;0;20;0;0;1;1;0;0;0;1
4956;0;2;0;19;1;0;0;1;1;0;6;1
4957;3;1;9;9;1;0;1;0;0;1;4;1
4958;2;1;5;14;1;0;1;0;0;1;0;1
4959;1;0;0;14;0;0;0;1;1;1;3;1
4960;2;0;3;18;0;0;1;0;0;0;6;1
4961;0;2;0;20;1;0;1;1;0;0;3;1
4962;1;2;0;18;1;0;1;0;0;0;6;1
4963;0;2;0;17;1;0;0;1;3;0;4;1
4964;0;1;0;22;0;0;1;0;2;0;1;1
4965;0;1;4;17;1;0;0;0;2;0;3;1
4966;0;2;0;21;0;0;0;1;5;1;3;1
4967;2;2;0;12;0;0;0;1;4;0;0;1
4968;1;1;5;17;0;0;0;1;0;1;3;1
4969;3;1;0;23;1;0;0;1;0;1;0;1
4970;3;1;0;13;0;0;1;0;2;1;4;1
4971;0;2;0;13;0;0;1;0;0;1;3;1
4972;0;1;0;14;0;0;1;0;0;0;3;1
4973;1;2;0;15;0;0;0;0;0;0;0;1
4974;0;2;0;13;1;0;0;0;2;1;4;1
4975;0;2;2;12;1;0;1;1;4;0;4;1
4976;1;1;0;18;0;0;0;0;0;1;2;1
4977;1;2;0;21;0;0;1;0;5;1;6;1
4978;0;2;0;14;0;0;1;0;3;0;2;1
4979;0;1;0;10;0;0;1;0;2;1;0;1
4980;1;2;0;17;1;0;0;0;4;1;1;1
4981;4;1;0;12;0;0;1;1;0;1;0;1
4982;0;2;0;10;1;0;1;1;1;1;3;1
4983;1;2;0;12;1;0;0;0;1;1;3;1
4984;0;2;4;11;1;0;1;1;0;0;3;1
4985;3;2;0;13;0;0;1;1;1;1;4;1
4986;2;2;0;8;1;0;0;1;2;0;3;1
4987;0;1;0;9;0;0;0;0;5;0;2;1
4988;2;1;0;15;0;0;0;0;1;1;4;1
4989;1;1;0;12;0;0;1;0;5;0;0;1
4990;0;1;1;21;1;0;0;0;1;1;4;1
4991;0;1;0;14;1;0;1;0;2;0;0;1
4992;4;1;0;19;0;0;1;1;0;1;0;1
4993;0;1;0;8;1;0;1;0;2;1;0;1
4994;4;1;0;16;0;0;0;0;3;1;3;1
4995;2;1;0;7;0;0;1;1;0;0;4;1
4996;0;0;4;19;0;0;1;0;1;0;3;1
4997;0;0;0;18;1;0;1;1;1;0;1;1
4998;0;1;0;17;1;0;1;1;3;1;1;1
4999;0;2;0;22;1;0;1;1;0;1;2;1
5000;0;1;0;15;0;0;0;1;0;1;1;1
5001;0;1;0;10;1;0;1;1;0;1;2;1
5002;0;1;1;17;0;0;0;0;2;0;6;1
5003;2;2;3;20;1;0;0;1;0;0;0;1
5004;1;0;0;7;0;0;0;0;4;0;2;1
5005;0;1;0;22;1;0;0;1;0;1;3;1
5006;0;1;0;7;0;0;0;1;0;0;3;1
5007;0;2;0;9;0;0;1;0;0;1;2;1
5008;2;1;0;16;0;0;1;0;1;1;1;1
5009;0;1;0;20;0;0;1;1;0;1;6;1
5010;1;2;0;17;0;0;1;1;5;0;0;1
5011;0;2;1;11;0;0;0;0;0;1;2;1
5012;0;1;0;16;1;0;1;1;0;0;6;1
5013;3;2;0;16;1;0;1;1;2;0;0;1
5014;0;2;0;16;1;0;0;0;0;1;0;1
5015;0;2;0;4;1;0;1;0;1;1;2;1
5016;1;2;8;23;0;0;0;0;5;0;2;1
5017;0;2;0;18;0;0;1;0;0;1;4;1
5018;1;2;3;7;0;0;1;1;0;1;6;1
5019;3;0;4;12;1;0;0;0;0;1;1;1
5020;1;1;0;3;0;0;1;1;4;1;0;1
5021;0;1;0;11;1;0;1;1;0;1;2;1
5022;0;2;0;9;0;0;0;1;0;1;4;1
5023;0;2;0;18;0;0;1;1;1;0;0;1
5024;0;1;0;9;0;0;0;0;0;1;3;1
5025;1;1;0;21;0;0;1;1;1;0;1;1
5026;0;2;2;0;1;0;0;1;2;1;1;1
5027;0;1;4;19;1;0;0;0;0;1;6;1
5028;0;2;0;11;0;0;1;1;0;1;0;1
5029;2;2;0;7;0;0;0;0;3;0;1;1
5030;0;1;0;16;0;0;1;1;2;0;4;1
5031;0;1;0;11;1;0;1;1;1;1;0;1
5032;0;2;0;9;1;0;0;1;1;0;5;1
5033;0;2;0;21;1;0;1;0;3;1;0;1
5034;0;1;1;19;1;0;1;1;1;1;0;1
5035;3;1;0;20;1;0;0;0;0;1;0;1
5036;1;2;4;22;1;0;1;0;0;0;0;1
5037;0;2;0;14;1;0;1;0;0;1;0;1
5038;0;0;0;9;1;0;0;0;1;1;1;1
5039;3;1;0;19;1;0;1;1;5;0;4;1
5040;0;2;0;16;0;0;1;1;0;1;4;1
5041;1;1;1;6;0;0;1;0;5;1;6;1
5042;1;2;1;8;0;0;1;0;0;1;3;1
5043;0;2;0;12;1;0;1;1;0;0;1;1
5044;0;2;0;16;1;0;0;0;0;1;4;1
5045;1;1;0;9;0;0;0;1;1;1;2;1
5046;1;2;0;15;0;0;1;0;0;1;1;1
5047;1;2;0;17;1;0;0;1;2;0;2;1
5048;3;1;0;16;0;0;1;0;1;1;4;1
5049;0;2;0;9;1;0;1;1;2;1;3;1
5050;0;2;0;12;1;0;0;0;0;0;1;1
5051;1;2;0;16;1;0;1;0;1;0;6;1
5052;0;2;2;15;1;0;0;1;0;0;3;1
5053;0;1;1;4;1;0;1;1;3;0;1;1
5054;0;2;0;9;0;0;0;0;2;1;2;1
5055;0;0;0;10;1;0;1;1;0;0;3;1
5056;0;2;0;10;0;0;0;1;5;1;0;1
5057;0;2;0;13;0;0;1;0;3;1;2;1
5058;1;1;0;20;1;0;1;1;5;0;3;1
5059;2;1;0;11;0;0;1;0;5;0;6;1
5060;1;1;0;4;0;0;1;1;5;1;4;1
5061;0;1;0;18;1;0;0;1;0;1;3;1
5062;3;1;0;9;1;0;1;1;3;1;0;1
5063;0;1;0;20;0;0;0;0;0;1;4;1
